"","ID_W","idind","ID_I","origsm","OCCUP08","diplom","H5","H6","age","J1_1_1","J1_1_2","J1_1_3","J1_1_6","J1_1_7","J1_1_9","J2COD08","J6_1","J6_2","J10","J13","J13_1","J21B","J21_1_1","J21_1_2","J21_1_3","J21_1_4","J21_1_5","J21_1_6","J21_1_7","J21_1_8","J21_1_9","J211_10","J211_12","J211_11","J21_3","J23","J24","J25","J26","J60","J66_1","J72_17","J73","J79_1_5","J791_11"
"8943",19,3092,52019501,1,NA,2,2,1935,75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5800,3,NA,1,NA,NA
"8944",20,3092,52019501,1,NA,2,2,1935,76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9580,2,NA,1,NA,NA
"8945",21,3092,52019501,1,NA,2,2,1935,77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10800,5,NA,1,NA,NA
"8946",22,3092,52019501,1,NA,2,2,1935,78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11500,2,NA,1,NA,NA
"8947",23,3092,52019501,1,NA,2,2,1935,79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12667,4,NA,1,NA,NA
"8948",24,3092,52019501,1,NA,2,2,1935,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13600,2,NA,1,NA,NA
"8949",25,3092,52019501,1,NA,2,2,1935,81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14000,3,NA,1,NA,NA
"8950",26,3092,52019501,1,NA,2,2,1935,82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16331,3,NA,1,NA,NA
"8951",27,3092,52019501,1,NA,2,2,1935,83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16000,3,NA,1,NA,NA
"8952",28,3092,52019501,1,NA,2,2,1935,84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19800,2,NA,1,NA,NA
"8953",5,3100,5500804,1,9,4,2,1948,46,NA,NA,NA,NA,NA,NA,9412,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,2,0,NA,NA,2,NA,NA
"8954",6,3100,55000804,1,9,4,2,1948,47,NA,NA,NA,NA,NA,NA,9412,12,NA,54000,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,2,54000,NA,7,2,NA,NA
"8955",7,3100,55000804,1,9,4,2,1948,48,NA,NA,NA,NA,NA,NA,9112,7,NA,NA,NA,1960,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,2,0,NA,7,2,NA,NA
"8956",8,3100,55000804,1,NA,4,2,1948,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,2,2,NA,NA
"8957",9,3100,55000804,1,9,6,2,1948,52,NA,NA,NA,NA,NA,NA,9611,6,40,320,NA,NA,NA,1,1,1,2,2,2,2,2,2,2,NA,NA,NA,1,2,2,2,320,5,2,2,NA,NA
"8958",10,3100,55000804,1,9,6,2,1948,53,NA,NA,NA,NA,NA,NA,9112,NA,42,600,NA,NA,NA,1,1,1,2,2,2,1,2,2,2,NA,NA,NA,1,2,2,2,600,5,2,2,NA,NA
"8959",11,3100,55000804,1,9,6,2,1948,53,5,5,5,NA,NA,NA,9112,NA,42,750,60,1966,NA,1,1,1,2,2,2,2,2,2,1,NA,NA,NA,1,2,2,2,750,4,2,2,NA,NA
"8960",12,3100,55000804,1,NA,4,2,1948,55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1213,4,2,1,NA,NA
"8961",13,3100,55000804,1,NA,4,2,1948,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1373,4,2,1,NA,NA
"8962",14,3100,55000804,1,NA,4,2,1948,57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1713,3,2,1,NA,NA
"8963",15,3100,550000804,1,NA,4,2,1948,58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1929,3,2,1,3,3
"8964",16,3100,550000804,1,NA,4,2,1948,59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2370,3,2,1,NA,NA
"8965",17,3100,550000804,1,NA,4,2,1948,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3067,3,2,1,NA,NA
"8966",18,3100,5219804,1,NA,4,2,1948,61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3500,3,NA,1,3,3
"8967",19,3100,52019804,1,NA,4,2,1948,62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4900,3,NA,1,NA,NA
"8968",20,3100,52019804,1,NA,4,2,1948,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5400,2,NA,1,NA,NA
"8969",21,3100,52019804,1,NA,4,2,1948,64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5982,4,NA,1,NA,NA
"8970",22,3100,52019804,1,NA,4,2,1948,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6500,4,NA,1,NA,NA
"8971",23,3100,52019804,1,NA,4,2,1948,66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7200,4,NA,1,NA,NA
"8972",24,3100,52019804,1,NA,4,2,1948,67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7900,4,NA,1,NA,NA
"8973",25,3100,52019804,1,NA,4,2,1948,68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8000,4,NA,1,NA,NA
"8974",26,3100,52019804,1,NA,4,2,1948,69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8000,5,NA,1,NA,NA
"8975",27,3100,52019804,1,NA,4,2,1948,70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15500,5,NA,1,NA,NA
"8976",28,3100,52019804,1,NA,4,2,1946,73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14000,5,NA,1,NA,NA
"8977",5,3111,5501103,1,NA,2,2,1980,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,2,NA,NA
"8978",6,3111,55001103,1,NA,3,2,1980,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,1,2,NA,NA
"8979",7,3111,55001103,1,NA,3,2,1980,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,1,2,NA,NA
"8980",8,3111,55001103,1,NA,5,2,1980,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,500,NA,1,2,NA,NA
"8981",9,3111,55001103,1,NA,5,2,1980,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,900,1,1,2,NA,NA
"8982",10,3111,55001103,1,NA,5,2,1980,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1250,4,1,2,NA,NA
"8983",11,3111,55001103,1,NA,6,2,1980,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,700,2,2,2,NA,NA
"8984",12,3111,55001103,1,NA,6,2,1980,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2000,3,2,2,NA,NA
"8985",13,3111,55001103,1,NA,6,2,1980,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,2,2,NA,NA
"8986",14,3111,55001103,1,3,6,2,1980,25,2,4,2,NA,NA,NA,3313,NA,20,NA,300,NA,NA,1,1,1,2,1,2,2,2,2,NA,1,1,2,2,2,1,2,NA,4,2,2,NA,NA
"8987",15,3111,550001103,1,NA,6,2,1980,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,5,4,2,2,2
"8988",16,3111,550001103,1,3,6,2,1980,27,3,2,4,NA,NA,NA,3313,NA,40,2200,NA,NA,NA,1,1,1,2,2,2,2,2,1,NA,2,2,2,1,2,2,2,2200,4,4,2,NA,NA
"8989",17,3111,550001103,1,3,6,2,1980,28,2,2,3,NA,NA,NA,3313,NA,40,2500,150,NA,30,1,1,1,1,1,2,2,2,1,NA,NA,2,2,1,2,2,2,2500,3,4,2,NA,NA
"8990",18,3111,5220103,1,3,6,2,1980,29,2,1,3,2,2,2,3313,NA,40,12000,NA,NA,20,1,1,1,1,1,1,2,2,1,NA,1,NA,2,1,2,1,2,12000,3,NA,2,2,2
"8991",19,3111,52050103,0,3,6,2,1980,30,2,2,2,NA,NA,NA,3313,NA,40,NA,170,NA,28,1,1,1,2,1,2,2,1,1,NA,1,2,2,1,2,1,2,0,4,NA,2,NA,NA
"8992",20,3111,52050103,0,3,6,2,1980,31,2,2,2,NA,NA,NA,3119,NA,40,22000,300,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,2,1,1,22000,2,NA,2,NA,NA
"8993",21,3111,52050103,0,3,6,2,1980,32,2,2,2,NA,NA,NA,3119,NA,40,16000,500,NA,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,2,1,2,23000,2,NA,2,NA,NA
"8994",22,3111,52050103,0,3,6,2,1980,33,2,2,2,NA,NA,NA,3119,NA,40,15000,7,NA,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,2,1,2,22000,4,NA,2,NA,NA
"8995",23,3111,52050103,0,3,6,2,1980,34,2,2,3,NA,NA,NA,3119,NA,40,18000,NA,NA,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,2,1,2,18000,3,NA,2,NA,NA
"8996",24,3111,52050103,0,3,6,2,1980,35,2,2,3,NA,NA,NA,3119,NA,40,21000,369,NA,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,2,1,2,21000,2,NA,2,NA,NA
"8997",25,3111,52050103,0,3,6,2,1980,36,NA,NA,NA,NA,NA,NA,3119,NA,40,25000,100,NA,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,2,1,2,25000,3,NA,2,NA,NA
"8998",26,3111,52050103,0,3,6,2,1980,37,2,2,2,NA,NA,NA,3119,NA,40,35000,250,NA,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,NA,1,2,35000,2,NA,2,NA,NA
"8999",27,3111,52050103,0,3,6,2,1980,38,2,2,2,NA,NA,NA,3119,NA,40,31000,300,NA,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,2,1,2,31000,2,NA,2,NA,NA
"9000",28,3111,52050103,0,3,6,2,1980,39,2,2,2,NA,NA,NA,3119,NA,40,40000,300,NA,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,2,1,2,70000,2,NA,2,NA,NA
"9001",5,3112,5501104,1,NA,NA,2,1983,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9002",6,3112,55001104,1,NA,NA,2,1983,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9003",7,3112,55001104,1,NA,NA,2,1983,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9004",8,3112,55001104,1,NA,3,2,1983,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,1,2,NA,NA
"9005",9,3112,55001104,1,NA,4,2,1983,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,200,1,1,2,NA,NA
"9006",10,3112,55001104,1,NA,5,2,1983,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1300,3,1,2,NA,NA
"9007",11,3112,55001104,1,NA,5,2,1983,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4000,2,1,2,NA,NA
"9008",12,3112,55001104,1,NA,5,2,1983,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2000,2,1,2,NA,NA
"9009",13,3112,55001104,1,NA,5,2,1983,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1600,2,2,2,NA,NA
"9010",14,3112,55005304,0,2,6,2,1983,22,2,2,2,NA,NA,NA,2631,NA,50,4500,300,NA,NA,1,1,1,NA,1,2,2,2,NA,NA,1,2,2,1,2,2,2,4500,3,2,2,NA,NA
"9011",15,3112,550005304,0,3,6,2,1983,23,1,1,1,NA,NA,NA,3312,NA,40,5500,200,NA,28,1,1,1,1,1,2,2,2,2,NA,1,2,2,1,2,2,2,5500,4,2,2,2,2
"9012",16,3112,550005304,0,3,6,2,1983,24,2,4,5,NA,NA,NA,3312,NA,50,7000,250,NA,28,1,1,1,1,1,2,2,2,2,NA,1,2,2,1,2,2,2,7500,3,2,2,NA,NA
"9013",17,3112,550005304,0,3,6,2,1983,25,2,2,2,NA,NA,NA,3312,NA,40,15000,250,NA,14,1,1,1,2,1,2,2,2,2,NA,1,2,2,2,2,1,2,15000,4,2,2,NA,NA
"9014",18,3112,5220304,0,3,6,2,1983,26,2,2,3,3,2,3,3312,NA,40,11000,204,NA,14,1,1,1,2,1,2,2,2,2,NA,1,2,2,1,2,1,2,11000,4,NA,2,3,2
"9015",19,3112,52020304,0,3,6,2,1983,27,2,2,3,NA,NA,NA,3312,NA,40,NA,120,NA,14,1,1,1,2,1,2,2,2,1,NA,2,2,2,1,2,2,2,5000,5,NA,2,NA,NA
"9016",20,3112,52020304,0,3,6,2,1983,28,4,2,4,NA,NA,NA,3312,NA,40,8000,200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,2,1,2,8000,4,NA,2,NA,NA
"9017",21,3112,52020104,1,3,6,2,1983,29,3,3,4,NA,NA,NA,3312,NA,40,17000,200,NA,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,2,2,2,25000,4,NA,2,NA,NA
"9018",22,3112,52020104,1,3,6,2,1983,30,2,2,4,NA,NA,NA,3312,NA,40,14000,20,NA,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,2,1,2,20000,4,NA,2,NA,NA
"9019",23,3112,52020104,1,3,6,2,1983,31,3,2,2,NA,NA,NA,3312,NA,40,25000,26,NA,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,2,1,2,29000,2,NA,2,NA,NA
"9020",24,3112,52020104,1,3,6,2,1983,32,NA,NA,NA,NA,NA,NA,3312,NA,32,22000,100,NA,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,2,1,2,22000,3,NA,2,NA,NA
"9021",25,3112,52020104,1,3,6,2,1983,33,2,2,2,NA,NA,NA,3312,NA,40,40000,70,NA,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,NA,1,2,40000,3,NA,2,NA,NA
"9022",26,3112,52020104,1,3,6,2,1983,34,2,2,2,NA,NA,NA,3312,NA,40,30000,100,NA,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,NA,1,2,46000,2,NA,2,NA,NA
"9023",27,3112,52020104,1,3,6,2,1983,35,2,2,3,NA,NA,NA,3312,NA,40,35000,100,NA,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,NA,1,2,35000,3,NA,2,NA,NA
"9024",28,3112,52020104,1,3,6,2,1983,36,2,1,3,NA,NA,NA,3312,NA,40,35000,150,NA,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,NA,1,2,35000,3,NA,2,NA,NA
"9025",5,3113,5501105,1,NA,NA,2,1987,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9026",6,3113,55001105,1,NA,NA,2,1987,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9027",7,3113,55001105,1,NA,NA,2,1987,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9028",8,3113,55001105,1,NA,NA,2,1987,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9029",9,3113,55001105,1,NA,NA,2,1987,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9030",10,3113,55001105,1,NA,2,2,1987,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,1,2,NA,NA
"9031",11,3113,55001105,1,NA,4,2,1987,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,240,2,1,2,NA,NA
"9032",12,3113,55001105,1,NA,3,2,1987,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,390,2,1,2,NA,NA
"9033",13,3113,55001105,1,NA,3,2,1987,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,350,2,1,2,NA,NA
"9034",14,3113,55001105,1,NA,4,2,1987,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,300,3,1,2,NA,NA
"9035",15,3113,550001105,1,NA,4,2,1987,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,300,3,1,2,2,2
"9036",16,3113,550001105,1,NA,4,2,1987,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3300,4,1,2,NA,NA
"9037",17,3113,550001105,1,NA,5,2,1987,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5550,2,1,2,NA,NA
"9038",18,3113,5220105,1,NA,5,2,1987,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5100,4,NA,2,2,2
"9039",19,3113,52020105,1,7,6,2,1987,22,1,1,2,NA,NA,NA,7412,NA,40,11695,300,NA,NA,1,1,1,2,1,2,2,1,1,NA,1,NA,2,1,2,1,2,11695,4,NA,2,NA,NA
"9040",20,3113,52500405,0,7,6,2,1987,24,2,1,2,NA,NA,NA,7412,NA,40,14000,300,NA,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,2,1,2,14000,2,NA,2,NA,NA
"9041",21,3113,52500405,0,7,6,2,1987,24,1,1,1,NA,NA,NA,7412,NA,40,7100,400,NA,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,2,2,2,10000,2,NA,2,NA,NA
"9042",22,3113,52500405,0,3,6,2,1987,25,2,2,2,NA,NA,NA,3257,NA,40,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,2,1,2,22000,2,NA,2,NA,NA
"9043",23,3113,52500405,0,7,6,2,1987,27,2,2,2,NA,NA,NA,7411,NA,40,13000,200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,2,1,2,13000,2,NA,2,NA,NA
"9044",24,3113,52500405,0,7,6,2,1987,27,2,2,3,NA,NA,NA,7412,NA,40,14000,400,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,2,1,2,14000,3,NA,2,NA,NA
"9045",25,3113,52500405,0,7,6,2,1987,28,2,2,2,NA,NA,NA,7411,NA,40,20000,300,NA,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,2,1,2,20000,3,NA,2,NA,NA
"9046",26,3113,52500405,0,3,6,2,1987,29,2,2,2,NA,NA,NA,3119,NA,40,35000,100,NA,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,2,1,2,35000,2,NA,2,NA,NA
"9047",27,3113,52500405,0,7,6,2,1987,30,2,2,2,NA,NA,NA,7411,NA,40,30000,300,NA,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,2,1,2,30000,2,NA,2,NA,NA
"9048",28,3113,52500405,0,7,6,2,1987,31,2,3,2,NA,NA,NA,7412,NA,40,30000,300,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,NA,1,2,30000,3,NA,2,NA,NA
"9049",5,3117,5600201,1,2,6,2,1965,29,NA,NA,NA,NA,NA,NA,2330,NA,NA,28000,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,2,28000,NA,NA,2,NA,NA
"9050",6,3117,56000201,1,2,6,2,1965,30,NA,NA,NA,NA,NA,NA,2330,7,NA,55000,50,1975,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,2,555000,NA,7,2,NA,NA
